url,date,title,text
"https://en.wikinews.org//wiki/Magnitogorsk_apartment_building_collapses_after_explosion,_dozens_dead",2019-01-04,"Magnitogorsk apartment building collapses after explosion, dozens dead","Friday, January 4, 2019 


An apartment building collapsed on Monday in Magnitogorsk, a city in the Ural region of Russia. A suspected gas leak led to an explosion, followed by the ten-storey building coming down. A total of 39 are confirmed dead, officials told state media, adding that rescuers ended their work yesterday. Some reports suggest a deliberate criminal act.


The 1973 building was home to over 1,000 people; 48 apartments were damaged. Rescuers, working in temperatures well below freezing, according to the emergencies ministry recovered at least ten survivors from the debris on Monday. The building was evacuated. Over 1,000 rescuers responded.


The Investigative Committee and the Federal Security Service (FSB) said they believe gas, which leaks relatively frequently in Russia, was the trigger for the disaster which occurred at 6am as many occupants slept. President Vladimir Putin was briefed, and flew to Magnitogorsk on Monday, observing the rescue mission and visiting the wounded in hospital. In a meeting that day he was told by Emergencies Minister Yevgeny Zinichev of ""presumably between 36 and 40 people under the rubble"", while Chelyabinsk regional Deputy Governor Oleg Klimov indicated 68 people were missing. 


Search and rescue was suspended on Tuesday, with Zinichev describing the ""real threat of [another] part of the building collapsing"" as making it ""impossible to continue working in such conditions"", and work launched to stabilise the remaining structure. He estimated this would take 24 hours. Cranes were used to hoist workers into position to demolish sections deemed dangerous. Rescue work resumed on Wednesday, with additional bodies recovered increasing the confirmed death toll from fourteen to 31.


""The search and rescue operation is complete,"" Deputy Emergency Situations Minister Alexander Chupriyan told TASS on Wednesday. Chelyabinsk's governor has promised each victim will be subject to a payout of one million rubles.


Health Minister Veronika Skvortsova indicated on Monday the chances of those trapped being found alive were already diminishing. On Tuesday an eleven-month-old boy, identified only as Ivan, was rescued alive and flown to Moscow for treatment of injuries including frostbite, leg fractures, and head trauma. He was found under rubble, still in his cot after having been trapped for over 30 hours. Ivan's condition was on Wednesday reported to not be life-threatening.


The Emergencies Ministry said six deaths were of children.


On the night of Monday to Tuesday another explosion hit a gas-powered minibus in the city. Officials said three people died; their identities were not provided. Both explosions took place on Karl Marx Avenue, within two miles of each other.


—Zinichev calling a temporary halt to rescue work ahead of emergency stabilisation works

The FSB denies the two explosions are related; reports describe speculation the disaster's cause was not in fact a gas leak. One news site, Znak.com, claims FSB sources have ascribed the explosion to terrorism. The Investigative Committee says it has found no trace of explosives despite Znak.com claiming an anonymous source described a second-floor apartment being used as an explosives depot ahead of a planned shopping centre bombing. Znak.com further reported its source said that apartment's tenant moved in the day before the blast.


Regional governor Boris Dubrovsky said FSB officers were present where the minibus exploded outside the local administrative building, but said this too was unrelated to the other explosion. Znak.com reported its source said ""three terrorists"" were killed in a firefight on Monday night, while footage from the scene showed the vehicle burn amid what sounds like gunfire.


The website further reported its anonymous source claimed a fourth offender escaped and remains wanted. Monday saw armed police with dogs searching a second apartment block in Magnitigorsk. Residents there told the press the officers claimed to be seeking a bomb.


"
https://en.wikinews.org//wiki/Nancy_Pelosi_again_elected_Speaker_as_116th_U.S._Congress_sworn_in,2019-01-04,Nancy Pelosi again elected Speaker as 116th U.S. Congress sworn in,"Friday, January 4, 2019  


Nancy Pelosi yesterday resumed the office of Speaker of the House, being voted into the position by the incoming 116th United States Congress.


The new members of the House of Representatives, which include 235 Democrats and 199 Republicans, voted for Pelosi to serve as Speaker with 220 votes.  Republican Kevin McCarthy, who held the post of Speaker this past term, received 192.


""I pledge that this Congress will be transparent, bipartisan and unifying; that we will seek to reach across the aisle in this Chamber and across the divisions across our nation,"" Pelosi told the public.  Guests at the swearing in included Pelosi's grandchildren and such celebrities as fashion designer Tim Gunn and Grateful Dead drummer Mickey Hart.


President Donald Trump congratulated Pelosi, saying, ""hopefully we're going to have a lot of things that we can get done together.""


Pelosi has said her plans for the new term will begin with less controversial issues with which she could find common ground with Republicans, but Democrats also plan to address the current government shutdown promptly.


About a quarter of the U.S. federal government, 800,000 employees, is not in operation because President Trump and the previous Congress could not reach an agreement about the national budget.  President Trump has said he will not approve a budget that does not allocate funding for a wall along the country's border with Mexico.  Pelosi has proposed legislation that would fund the government through September.  For the budget to pass, it must also be approved by the Senate, which has a Republican majority, and it must be signed by President Trump.


Within her own party, the choice of Pelosi was not uncontested.  Some called for younger leadership. Altogether, fifteen Democrats defected.  Pelosi had agreed to support some of her opponents' plans, such as term limits for individuals serving as Speaker.


The 116th U.S. Congress has the greatest number of women, 102, and people of color in the country's history and also has the youngest average age.


Nancy Pelosi became the first woman to serve as Speaker of the House in 2007 and held the post until 2011. The Speaker of the House is the third-highest ranking person in the U.S. Federal government and automatically assumes the presidency if the President and Vice President are both killed or incapacitated.


Unlike Senators, who serve six-year terms, members of the House are elected for two-year terms.  As such, every member of the House is either re-elected or replaced during every federal election.


"
"https://en.wikinews.org//wiki/Escape_room_fire_kills_five_teen_girls_in_Koszalin,_Poland",2019-01-05,"Escape room fire kills five teen girls in Koszalin, Poland","Saturday, January 5, 2019 

A fire yesterday afternoon killed five girls, all aged fifteen, at an escape room the group was visiting to celebrate a birthday in Koszalin, North Poland. Following the fire, which also seriously injured a man, authorities are performing checks on all the nation's escape rooms.


Escape rooms see participants locked into a space and given clues and a time limit to figure out how to free themselves. The enterprises have grown in popularity in recent years with reportedly over 1,000 in Poland which are especially patronised by teens.


President Andrzej Duda said the victims were ""joyful girls starting out in life [who] have had life torn away from them"" in an ""appalling tragedy"" while Interior Minister Joachim Brudziński wrote he had ordered fire safety checks on escape rooms across Poland by the State Fire Brigade. He tweeted, ""I want to express my sympathy and regrets to the families of the victims of the fire"". Duda also characterised the deaths as ""crushing"" and wrote ""May God protect their parents and loved ones.""


Tomasz Kubiak, a fire service spokesman, told Agence France-Presse the male victim is in intensive care with ""severe burns"". Police press officer Monika Kosiec stated police believe him to be aged 25. Kosiec revealed police have been unable to question him. State press agency PAP has reported being told off the record all five deaths were caused by carbon monoxide poisoning.


In addition to the inspections Brudzinski also ordered the installation of safety improvements at the facilities. Mayor of Koszalin Piotr Jedlinski has declared tomorrow a day of mourning.


"
"https://en.wikinews.org//wiki/Florida_highway_pileup,_fire_kills_five_children,_two_truck_drivers",2019-01-05,"Florida highway pileup, fire kills five children, two truck drivers","


Saturday, January 5, 2019  


A road accident followed by a fire on a Florida highway near Gainesville on Thursday killed five children in a church bus and two truck drivers. One semi truck and a car broke through the center guardrail before colliding with other vehicles; around 50 gallons of diesel fuel, officials said, spilled and ignited.


The children were all from Marksville, Louisiana. The Avoyelles House of Mercy, a Pentecostal church, had been travelling 700 miles from Louisiana to Walt Disney World and was within an hour of its destination. One truck driver was from West Palm Beach, Florida, the other from Albuquerque, New Mexico. 


The deceased were aged nine, ten, thirteen, two aged fourteen, 49, and 59. At least eight more people were hospitalized.


The accident sequence began, Florida Highway Patrol described, in the northbound lanes of Interstate 75 close to Alachua when the initial collision between the car and truck occurred. After crossing the center divider, the out-of-control vehicles collided with the church bus and a second semi truck in the southbound lanes. The bus overturned, with occupants ejected; a southbound fifth vehicle was unable to prevent itself running through the debris. Reports indicate this vehicle may have struck victims lying on the roadway.


According to eyewitness Vinnie DeVita, ""within probably 15 to 20 seconds of it all, it exploded. I mean, just a ball of flames."" DeVita narrowly avoided being caught up in the accident. The Alachua Sheriff's Office tweeted the response ""required all hands on deck."" Authorities stated the road was damaged by the fire's ferocity. Emergency workers have indicated a homicide probe is ongoing.


—Troy Roberts

Another eyewitness, Nicole Towarek, described extensive tire marks and ""insane"" heat. Florida Department of Transportation official Troy Roberts said yesterday morning the road itself, which is straight in the vicinity, will be examined as part of investigations. He said ""Guardrails can only take so much."" The guardrail would be examined, Roberts said, to determine if it had performed as designed. The state had lanes closed last night as it worked to repair the damaged surface.


Also investigating is the Florida Highway Patrol, which is attempting to ascertain who, if anyone, is to blame. Meanwhile the National Transportation Safety Board, commonly involved in major highway accident probes, was absent. It is presently unable to operate due to a shutdown of much of the Federal government in a budget dispute; however, its website notes that its operations center is still accepting accident notifications without specifying if this resource is operating 24/7 as it usually does.


"
https://en.wikinews.org//wiki/Senator_Ted_Cruz_proposes_amendment_to_U.S._Constitution_setting_Congressional_term_limits,2019-01-06,Senator Ted Cruz proposes amendment to U.S. Constitution setting Congressional term limits,"Sunday, January 6, 2019 


On Thursday, former United States presidential candidate Senator Ted Cruz and fellow Republican Representative Francis Rooney proposed to set lifetime limits for service in the Senate and House through amendment to the Constitution of the United States of America.  It was co-sponsored by Senators Marco Rubio of Florida, Mike Lee of Utah, and David Perdue of Georgia, all Republicans.


Under current U.S. constitutional law, the president is limited to two terms of service but senators and representatives may serve for as many terms as their constituents wish to re-elect them.  Under this proposal, senators would be limited to two terms and representatives to three.


Cruz, in remarks to ABC, said, ""For too long, members of Congress have abused their power and ignored the will of the American people[...] Term limits on members of Congress offer a solution to the brokenness we see in Washington, D.C. It is long past time for Congress to hold itself accountable. I urge my colleagues to submit this constitutional amendment to the states for speedy ratification.""


If passed without measures specifically stipulating otherwise, this would limit Cruz himself to his current term.


Both President Trump and some Democrats, such as former Representative Beto O'Rourke, have expressed favorable interest in Congressional term limits in the past.


In order for this proposal to become a constitutional amendment, both houses of the U.S. Congress would have to pass it by two-thirds majority, and then it would have to be ratified by at least three quarters of the country's 50 state legislatures.


The U.S. Constitution originally did not limit the number of presidential terms, but there was a longstanding tradition of not seeking a third term after the country's first president, George Washington, sought no third term.  Only President Franklin Delano Roosevelt, who led the country during the Second World War, served more than two.  The 22nd amendment establishing a legal limit on presidential terms was passed in 1947.


"
"https://en.wikinews.org//wiki/Catalonia_apartment_block_fire_kills_three,_injures_sixteen",2019-01-07,"Catalonia apartment block fire kills three, injures sixteen","Monday, January 7, 2019 

An apartment block caught fire on Saturday morning in Badalona, a Catalonian city around ten kilometres from Barcelona. The blaze killed three, including a 92-year-old woman, and injured sixteen, including a baby.


The fire service indicated on Twitter the baby girl was critically ill, while two adults were seriously injured. Local authorities indicated the most seriously injured adults escaped alive by leaping from windows to flee the ten-storey building. As of yesterday, no cause had yet been released for the fire by authorities in the Mediterranean coastal town.


Firefighters put the fire out on Saturday and were subsequently pictured searching the charred apartments. Windows were broken out on multiple floors, with soot coating the outside of the structure.


A second fire on Saturday, eighteen kilometres away in a another block of flats in La Llagosta, killed another person, according to firefighters.
"
https://en.wikinews.org//wiki/President_Trump_says_he_%27can%27_and_%27may%27_put_US_into_state_of_emergency_to_build_border_wall,2019-01-07,President Trump says he 'can' and 'may' put US into state of emergency to build border wall,"Monday, January 7, 2019  


United States President Donald Trump said on Friday he can and may declare a national state of emergency, which he said would allow him to act without approval from Congress and allocate funding for the construction of a wall along the country's border with Mexico. The US government is currently partially shut down because the president and Congress could not agree on a national budget. The President insists that the budget include funding for the wall, which was one of his campaign promises, but Congress has not passed his proposed budget.


Trump said on Friday ""I can do it [call a national emergency] if I want. I may do it."" Trump also said that he would prefer to agree a solution with the opposition. He also said, ""I never threaten anybody."" He also claimed that the wall was a crucial part of America's border security. The Vice President, Mike Pence, said on Friday the United States is ""in the midst of a crisis on our southern border."" Nancy Pelosi, the Speaker of the House, said on Friday ""We are committed to keeping our border safe. We can do that best when government is open. We made that clear to the president.""


The Senate Minority Leader, Chuck Schumer, said on Friday ""We made a plea to the president once again: don't hold hundreds of thousands of federal workers hostage"" and ""So we told the president we needed the government open. He resisted.""


Senate Minority Whip Dick Durbin and incoming chair of the House Intelligence Committee Represenative Adam Schiff both yesterday questioned the President's power to do as he proposed.  Schiff called it ""a non-starter"".  Durbin said ""I can just tell you, I don't know what he's basing this on, but he's faced so many lawsuits when he ignores the law and ignores tradition and precedent and just goes forward without any concern"".


President Trump claims he would be okay if the impasse over the shutdown went on for ""years."" This lockdown started on December 22, last year. Some museums, the National Zoo, and immigration courts have shut, with some people working in still-open services without pay. The Internal Revenue Service website advises citizens to continue paying their federal taxes. Some services are still open, including medical services Medicare and Medicaid. Federal courts are relying on non-government sources, like court fees, for funding.


"
https://en.wikinews.org//wiki/Simple_animals_could_live_in_Martian_brines:_Wikinews_interviews_planetary_scientist_Vlada_Stamenkovi%C4%87,2019-01-09,Simple animals could live in Martian brines: Wikinews interviews planetary scientist Vlada Stamenković,"Wednesday, January 9, 2019 


Planetary scientist Vlada Stamenković of the NASA Jet Propulsion Laboratory and colleagues have developed a new chemical model of how oxygen dissolves in Martian conditions, which raises the possibility of oxygen-rich brines; enough, the work suggests, to support simple animals such as sponges. The model was published in Nature on October 22. Wikinews caught up with him in an email interview to find out more about his team's research and their plans for the future.


The atmosphere of Mars  is far too thin for humans to breathe or for lungs like ours to extract any oxygen at all. It has on average only around 0.6% of the pressure of Earth's atmosphere, and this is mainly carbon dioxide; only 0.145% of the thin Martian atmosphere is oxygen. The new model indicated these minute traces of oxygen should be able to enter salty seeps of water on or near the planet's surface at levels high enough to support life forms comparable to Earth's microbes, possibly even simple sponges.  Some life forms can survive without oxygen, but oxygen permits more energy-intensive metabolism. Almost all complex multicellular life on Earth depends on oxygen.


""We were absolutely flabbergasted [...] I went back to recalculate everything like five different times to make sure it's a real thing,"" Stamenković told National Geographic.


""Our work is calling for a complete revision for how we think about the potential for life on Mars, and the work oxygen can do,"" he told Scientific American, ""implying that if life ever existed on Mars it might have been breathing oxygen"".


 Stamenković et al cite research from 2014 showing some simple sponges can survive with only 0.002 moles of oxygen per cubic meter (0.064 mg per liter). Some microbes that need oxygen can survive with as little as a millionth of a mole per cubic meter (0.000032 mg per liter). In their model, they found there can be enough oxygen for microbes throughout Mars, and enough for simple sponges in oases near the poles.


In 2014, also suggesting multicellular life could exist on Mars, de Vera et al, using the facilities at the German Aerospace Center (DLR), studied some lichens, including Pleopsidium chlorophanum, which can grow high up in Antarctic mountain ranges. They showed those lichens can also survive and even grow in Mars simulation chambers. The lichens can do this because their algal component is able to produce the oxygen needed by the fungal component. Stamenković et al's research provides a way for oxygen to get into the Martian brines without algae or photosynthesis.


Stamenković et al found oxygen levels throughout Mars would be high enough for the least demanding aerobic (oxygen-using) microbes, for all the brines they considered, and all the methods of calculation. They published a detailed map[3] of the distributions of solubility for calcium perchlorates for their more optimistic calculations, which they reckoned were closer to the true case, with and without supercooling. The lowest concentrations were shown in the tropical southern uplands. Brine in regions poleward of about 67.5° to the north and about 72.5° to the south could have oxygen concentrations high enough for simple sponges. Closer to the poles, concentrations could go higher, approaching levels typical of sea water on Earth, 0.2 moles per cubic meter (6.4 mg per liter), for calcium perchlorates. On Earth, worms and clams that live in the muddy sea beds require 1 mg per liter, bottom feeders such as crabs and oysters 3 mg per liter, and spawning migratory fish 6 mg per liter, all within 0.2 moles per cubic meter, 6.4 mg per liter.


Stamenković et al studied magnesium and calcium perchlorates, common on Mars. They found the highest oxygen concentrations occur when the water is colder, which happens most in polar regions.


Stamenković et al's paper is theoretical and is based on a simplified general circulation model of the Mars atmosphere — it ignores distinctions of seasons and the day / night cycle. Stamenković's team combined it with a chemical model of how oxygen would dissolve in the brines and used this to predict oxygen levels in such brines at various locations on Mars. 


When asked about plans for a future model that might include seasonal timescales, Stamenković told Wikinews, ""Yes, we are now exploring the kinetics part and want to see what happens on shorter timescales.""


Stamenković et al's model also takes account of the tilt of the Mars axis, which varies much more than Earth's does.  


Wikinews asked Stamenković if he had any ideas about whether and how sponges could survive through times when the tilt was higher and less oxygen would be available:


Wikinews also asked Stamenković how their research is linked to the recent discovery of possible large subglacial lake below the Martian South Pole found through radar mapping. 


"
https://en.wikinews.org//wiki/Wikinews_investigates_disappearance_of_Indonesian_cargo_ship_Namse_Bangdzod,2019-01-10,Wikinews investigates disappearance of Indonesian cargo ship Namse Bangdzod,"Thursday, January 10, 2019 


In late December, Indonesian cargo ship MV Namse Bangdzod vanished in local waters. The tanker, gross tonnage around 1,150 and loaded with crude palm oil, had over ten crewmembers. Wikinews examined data and contacted experts and local authorities in an effort to establish further details.


The exact date of disappearance is unclear, with industry publications reporting either December 27 or December 28. Crew totals are also unclear, with both eleven and twelve reported by industry sources while The Jakarta Post reports a captain and eleven other crew. Wikinews has contacted the Command and Control Centre of the Coast Guard seeking to clarify, among other things, the date of the disappearance and is awaiting a response.


Wikinews is also awaiting responses from both the Coast Guard and the National Search and Rescue Agency detailing the efforts being made to find the ship, which was last known to be in the Java Sea. MV Namse Bangdzod sailed with cargo from Sampit, a port town on a river in Borneo; it was last bound for Jakarta. It is owned and operated by Indonesian companies and also registered in Indonesia. The 75 m (250 ft) ship was built in 1993 in Japan.


Ships broadcast their position and other information via both the Automatic Identification System (AIS) and the Long Range Identification and Tracking (LRIT) system. AIS is a ship-to-ship safety system, but can also be detected from further afield by satellites. Marine Traffic's AIS tracking database shows a reestablishment of AIS contact by MV Namse Bangdzod on January 6, with a pattern described by Marine Bulletin as ""rather hectic and kind of confused"". In addition to asking local authorities, Wikinews sought expert input on the AIS data.


Dr. Tristan Smith of University College London, a shipping researcher with expert experience interpreting AIS results, explained to Wikinews that crews might turn their AIS transponders off on purpose for security reasons, such as ""in certain sea areas where piracy is a risk"" in order to ""avoid attracting unwanted attention. This can involve them being turned off for several days at a time."" Doug Miller of Milltech Marine, a firm specialising in AIS, told our correspondent an AIS transponder will broadcast automatically provided it has power and antennae, even if the crew abandoned the vessel. 


Baslan Damang, a security official from the port of departure, on Tuesday told The Jakarta Post radio broadcasts were being used to alert other traffic such as fishing vessels to look out for MV Namse Bangdzod. He added authorities ""are still waiting for updates on the tanker's condition, so please refrain from speculating that it had been hijacked"". As of yesterday, no oil slicks or other evidence of accidents have been found along the scheduled route the vessel was due to take. A major search continues.


Miller and Smith both acknowledged faults with the AIS system on-board as possible explanations, with Miller describing issues with the signal between the transponder and the satellite receiving it as one potential scenario for intermittent data reception. He too suggested a hypothetical scenario, in which ""the AIS equipment has been tampered with or has been turned off for some of the time — either intentionally or accidentally or due to a power malfunction."" Smith called the disappearance an ""interesting"" case; Miller said ""It is a little hard to definitively say what's going on"". Miller explained that while transponders generally transmit every ten seconds ""even if the transponder is transmitting there is no guarantee that other vessels or MarineTraffic can see it"". ""It could also be a power supply issue or faulty transponder"", said Smith.


Smith told Wikinews ""There are also some operations done on ships containing hazardous cargoes[...] where all risks of sparking/arcs need to be removed and radio transmitting equipment is sometimes turned off for this reason."" He said this applied to product tankers, but the long duration of AIS downtime would in this instance be unusual if this is the reason. Smith had one more theory: Namse Bangdzod could be the victim of identity theft, with a second vessel conducting manoeuvres it wished to conceal while falsely transmitting information identifying itself as Namse Bangdzod. Smith told Wikinews this might happen in cases of illegal fishing. He stated ""In this scenario, it would normally be expected that both the legal and illegal transmission would be received but depending on how Marine Traffic handle this, it's possible the two signals could be confused.""


Smith drew attention to LRIT as another method for search and rescue personnel to find the tanker. Unlike AIS, which is a safety and tracking system, LRIT is used for maritime security by seagoing nations. Created under the auspices of the International Maritime Organization, LRIT allows states to examine data about ships bearing their flag, visiting their ports, or in or near their waters. 


Like all vessels exceeding 300 tons, Namse Bangdzod is required to transmit LRIT data. Search and rescue bodies can also access this information; Smith told Wikinews he believed this would include foreign navies with ships in the Java Sea. Singapore, India, and Australia have in the past conducted emergency searches of the Java Sea: All three nations offered military assistance after Indonesia AirAsia Flight 8501 vanished in December 2014.


Marine Traffic's website's most recently publicly available AIS result, as of Tuesday, showed the ship underway a few miles off Jakarta. VesselFinder listed no AIS results for the last month. Vessel Tracker's database had no sighting of the ship within the last 59 days on Tuesday; the website noted the AIS signal received from Jakarta but declared the ship was not actually there. Maritime Connector has an entry for the ship in its database but has no location data available.


Local authorities, according to Maritime Bulletin, have noted other unusual AIS data. The website yesterday  suggested piracy, perhaps to obtain the valuable cargo, is now the most prominent theory. The Indonesian Palm Oil Producers Association reports a value of US$473.60 per metric ton of crude palm oil as of November 2018, with the price decreasing that month. ""Its plausible that an explanation [why] the AIS transponder is not transmitting is that it had been turned off by pirates who wanted to hamper the efforts of a rescue mission"" Smith told Wikinews yesterday.


Yesterday the Search and Rescue Agency told The Jakarta Post it was intending to end its search on the basis of piracy, which is outside its remit; the paper also spoke to the Navy, who told it this was as-yet uncomfirmed and noted no ransom has been sought and the ship vanished from an area without previous piracy problems. Four Navy ships assisted by aircraft are searching. ""We will continue searching until we find it,"" 1st Fleet Command's Navy Information Agency head Arba Agung told The Jakarta Post, which also today reported location data falsely showing the ship in Sunda Kelapa Port after its inaccurate position in Jakarta Bay was recorded.
"
https://en.wikinews.org//wiki/Scientists_report_correlation_between_locations_of_Easter_Island_statues_and_water_resources,2019-01-12,Scientists report correlation between locations of Easter Island statues and water resources,"Saturday, January 12, 2019 


A United-States-based team of scientists released findings on Thursday about the large statues that dot the island of Rapa Nui, also called Easter Island. The study, published on Thursday in PLOS One, employed quantitative spatial analysis to establish that the platforms, or ahu, built to support the Easter Island statues, or moai, are usually located near sources of drinkable water.  This feeds into the scholarly discussion of whether the purpose of the statues was exclusively ritualistic, practical or some combination of these.


The study examined 93 statues on the western side of the island, all of which were built before contact with Europeans.  They compared the sites of the statues to sites associated with the specific resources: the kind of rock the statues are made of, the kind of rock used for tools, fishing, vegetable and potato cultivation, and water sources.  The archaeologists say that this study is the first attempt to formally examine the idea that the locations of the moai are correlated to locations of resources important to the people who built them, such as fresh water.


Easter Island does not have streams that run nonstop but it does have an aquifer that produces freshwater seeps of brackish but drinkable water during low tide. Most of these water harvesting sites are along the coast but a few are inland—and so are the ahu.


""What is important about it is that it demonstrates the statue locations themselves are not a weird ritual place – [the ahu and moai] represent ritual in a sense of there is symbolic meaning to them, but they are integrated into the lives of the community,"" said study co-author Professor Carl Lipo of Binghamton University. He went on to add ""The exceptions to the rule about being at the coast where water comes out actually are met by the fact there is also water there – it is found through cave locations,"" referring to caves with fresh water, and that some historical evidence suggests there may have been wells dug near the ahu that are not near caves.


The researchers plan to gather information on more freshwater resources so they can evaluate statue sites on the rest of Easter Island.  


Jo Anne Val Tilburg of the University of California, Los Angeles disagreed with these findings: ""The existence of fresh water seeps near coastal ahu is well-known and was certainly important at European contact. However, such seeps are today, and probably always were, minor resources. It is highly unlikely, in my view, that these resources were of major importance in locating ahu during prehistory.""


The earliest moai date to the 13th century. They vary in size but are about fourteen feet (four meters) tall and can weigh about fourteen tons.  Scholars have long wondered about the role they played for the people who built them.


Easter Island is today a relatively barren place with scanty resources. Easter Island is located 2300 miles (3700 km) off the west coast of South America and 1,100 miles (1770 km) from its nearest neighbor island. It today has a grass-dominated landscape but it was once mostly covered by palm forests and it was home to a significant human population for a few hundred years.  Scientists debate whether its environmental degradation, in the form of the loss of its palm forests and soil to erosion, was caused by human activity, natural climate change, or by rats and other introduced species that stowed away on the colonists' boats, but there is consensus that the island's environment changed considerably over time.





"
